Operation,Machine,Coach Variant,Start Time,End Time,Input,Output,Coach Variant Manufactured 
Stage III Roof Robotic Welding Station,RF0130,Variant 2,2021-07-22 14:41:00,2021-07-22 17:38:00,['C'],['C'],0
Stage II Robotic Endwall Welding Station,EW0120,Variant 2,2021-07-22 17:25:00,2021-07-22 17:42:00,['Output LHB END Wall'],['Output LHB END Wall'],0
Stage III Manual Repair stand,EW0130,Variant 2,2021-07-22 17:57:00,2021-07-22 17:59:00,['Output LHB END Wall'],['End wall Complete'],0
Stage II Manual JIG 9.2,RF0120,Variant 2,2021-07-22 14:41:00,2021-07-22 18:13:00,"['input for final roof arch complete', 'Roof sheeting complete']",['C'],0
Stage-V SW & Roof Bearer Robotic welding,SW0150,Variant 2,2021-07-22 16:46:00,2021-07-22 18:23:00,"['E', 'Welding Parts Side wall LHS']",['Side wall Left complete'],0
"Stage II Framing, fitment & welding with BO front Part  of Underframe middle parts",UF0210,Variant 2,2021-07-22 15:10:00,2021-07-22 18:25:00,"['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']",['Underframe frame work'],0
"Stage I Fab:Bat Box SubAssy, Pump Mt Brkt, Elec RBC channel & other cross member SubAssys",UF0110,Variant 2,2021-07-22 15:10:00,2021-07-22 18:34:00,"['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']","['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']",0
Stage-I SW Skeleton Tack Welding,SW0110,Variant 2,2021-07-22 15:14:00,2021-07-22 18:39:00,"['SIDE WALL SHEET', 'SIDE WALL FRAME WORK LHS']",['LHB Side Wall LHS'],0
Stage-VI Backpiece Leftover welding,SW0160,Variant 2,2021-07-22 15:14:00,2021-07-22 18:39:00,['Welding Parts Side wall LHS'],['Welding Parts Side wall LHS'],0
Stage-II Robotic Spot Welding,SW0120,Variant 2,2021-07-22 18:54:00,2021-07-22 19:15:00,['LHB Side Wall LHS'],['LHB Side Wall LHS'],0
Stage X  Manual Welding of Backpieces at Bottom side of underframe,UF0810,Variant 1,2021-07-22 13:00:00,2021-07-22 19:30:00,['Underframe Welding Parts'],['Underframe Welding Parts'],2
Stage IX Attending of leftover work and rectification of weld defects,UF0700,Variant 1,2021-07-22 12:36:00,2021-07-22 19:33:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],2
Stage-I Robotic Shell AssemblyLine at 22.2.1 (JIG I & II ),SH0110,Variant 1,2021-07-22 11:36:00,2021-07-22 19:36:00,"['Side wall Left complete', 'End wall Complete', 'Roof Complete', 'Underframe Complete']",['Shell Assembly'],2
Stage XII  Final Inspection and attending of leftover work,UF0900,Variant 1,2021-07-22 19:48:00,2021-07-22 19:49:00,"['Underframe frame work with corrugated sheet', 'Underframe Welding Parts', 'Supporting Members']",['Underframe Complete'],2
Stage I Machine- B&C machine,RF0110,Variant 2,2021-07-22 16:52:00,2021-07-22 19:52:00,['Roof sheeting complete'],['Roof sheeting complete'],0
Stage-III SW skeletion Robotic Mig Welding,SW0130,Variant 2,2021-07-22 19:30:00,2021-07-22 19:55:00,['LHB Side Wall LHS'],['LHB Side Wall LHS'],0
Stage IV  Robotic Welding downside of Underframe,UF0320,Variant 2,2021-07-22 15:28:00,2021-07-22 19:59:00,['Underframe frame work'],['Underframe frame work'],0
Stage V Repair & leftover work by manual welding Top Side,UF0400,Variant 1,2021-07-22 14:31:00,2021-07-22 20:01:00,['Underframe frame work'],['Underframe frame work'],2
Stage-IV Roof Bearer Robotic Arc Spot welding,SW0140,Variant 2,2021-07-22 20:10:00,2021-07-22 20:11:00,"['CARLINE', 'LHB Side Wall LHS']",['E'],0
Stage V Roof Acceptance Stand and left over Welding station(11.0),RF0150,Variant 2,2021-07-22 17:47:00,2021-07-22 20:16:00,['E'],['Roof Complete'],0
Stage III Robotic Welding upside of Underframe,UF0310,Variant 2,2021-07-22 15:28:00,2021-07-22 20:37:00,['Underframe frame work'],['Underframe frame work'],0
"Stage I Fabrication of Sub assemblies at Tacking Jigs & Fixtures , Framework tacking of Endwall Complete",EW0110,Variant 2,2021-07-22 17:25:00,2021-07-22 20:44:00,"['ARCH COMPLETE', 'ARCH COMPLETE', 'SILL COMPLETE', 'RAM PILLAR COMPLETE', 'RAM PILLAR COMPLETE', 'RAM FLANGE COMPLETE', 'FRAME WORK END WALL', 'End wall sheets']",['Output LHB END Wall'],0
Stage VIII Robotic Corrugated sheet seam welding done,UF0620,Variant 1,2021-07-22 16:36:00,2021-07-22 20:49:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],2
Stage II Robotic Endwall Welding Station,EW0120,Variant 2,2021-07-22 20:59:00,2021-07-22 21:16:00,['Output LHB END Wall'],['Output LHB END Wall'],0
Stage IV Roof Acceptance Stand and left over Welding station(13.0),RF0140,Variant 2,2021-07-22 17:53:00,2021-07-22 21:19:00,"['C', 'D']",['E'],0
Stage III Roof Robotic Welding Station,RF0130,Variant 2,2021-07-22 18:28:00,2021-07-22 21:25:00,['C'],['C'],0
Stage III Manual Repair stand,EW0130,Variant 2,2021-07-22 21:31:00,2021-07-22 21:33:00,['Output LHB END Wall'],['End wall Complete'],0
Stage-II Final Repair & Leakage testing,SH0120,Variant 1,2021-07-22 19:51:00,2021-07-22 21:51:00,['Shell Assembly'],['Coach'],3
Stage II Manual JIG 9.2,RF0120,Variant 2,2021-07-22 18:28:00,2021-07-22 22:00:00,"['input for final roof arch complete', 'Roof sheeting complete']",['C'],0
Stage-V SW & Roof Bearer Robotic welding,SW0150,Variant 2,2021-07-22 20:26:00,2021-07-22 22:03:00,"['E', 'Welding Parts Side wall LHS']",['Side wall Left complete'],0
"Stage II Framing, fitment & welding with BO front Part  of Underframe middle parts",UF0210,Variant 2,2021-07-22 18:49:00,2021-07-22 22:04:00,"['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']",['Underframe frame work'],0
"Stage I Fab:Bat Box SubAssy, Pump Mt Brkt, Elec RBC channel & other cross member SubAssys",UF0110,Variant 2,2021-07-22 18:49:00,2021-07-22 22:13:00,"['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']","['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']",0
Stage-I SW Skeleton Tack Welding,SW0110,Variant 2,2021-07-22 18:54:00,2021-07-22 22:19:00,"['SIDE WALL SHEET', 'SIDE WALL FRAME WORK LHS']",['LHB Side Wall LHS'],0
Stage-VI Backpiece Leftover welding,SW0160,Variant 2,2021-07-22 18:54:00,2021-07-22 22:19:00,['Welding Parts Side wall LHS'],['Welding Parts Side wall LHS'],0
Stage-II Robotic Spot Welding,SW0120,Variant 2,2021-07-22 22:34:00,2021-07-22 22:55:00,['LHB Side Wall LHS'],['LHB Side Wall LHS'],0
Stage I Machine- B&C machine,RF0110,Variant 2,2021-07-22 20:07:00,2021-07-22 23:07:00,['Roof sheeting complete'],['Roof sheeting complete'],0
Stage-III SW skeletion Robotic Mig Welding,SW0130,Variant 2,2021-07-22 23:10:00,2021-07-22 23:35:00,['LHB Side Wall LHS'],['LHB Side Wall LHS'],0
Stage-IV Roof Bearer Robotic Arc Spot welding,SW0140,Variant 2,2021-07-22 23:50:00,2021-07-22 23:51:00,"['CARLINE', 'LHB Side Wall LHS']",['E'],0
Stage V Roof Acceptance Stand and left over Welding station(11.0),RF0150,Variant 2,2021-07-22 21:34:00,2021-07-23 00:03:00,['E'],['Roof Complete'],0
"Stage I Fabrication of Sub assemblies at Tacking Jigs & Fixtures , Framework tacking of Endwall Complete",EW0110,Variant 2,2021-07-22 20:59:00,2021-07-23 00:18:00,"['ARCH COMPLETE', 'ARCH COMPLETE', 'SILL COMPLETE', 'RAM PILLAR COMPLETE', 'RAM PILLAR COMPLETE', 'RAM FLANGE COMPLETE', 'FRAME WORK END WALL', 'End wall sheets']",['Output LHB END Wall'],0
Stage XI Supporting members are welded at Topside of underframe,UF0820,Variant 3,2021-07-23 00:18:00,2021-07-23 00:19:00,['Supporting Members'],['Supporting Members'],0
Stage VI Corrugated Sheets Tack welded  to Underframe frame work,UF0500,Variant 1,2021-07-22 17:30:00,2021-07-23 00:30:00,['Trough Sheets'],['Trough Sheets'],3
Stage XI Supporting members are welded at Topside of underframe,UF0820,Variant 3,2021-07-23 00:34:00,2021-07-23 00:35:00,['Supporting Members'],['Supporting Members'],0
Stage VII Robotic Corrugated sheet stitch welding done,UF0610,Variant 1,2021-07-22 16:36:00,2021-07-23 00:49:00,"['Trough Sheets', 'Underframe frame work']",['Underframe frame work with corrugated sheet'],3
Stage II Robotic Endwall Welding Station,EW0120,Variant 2,2021-07-23 00:33:00,2021-07-23 00:50:00,['Output LHB END Wall'],['Output LHB END Wall'],0
Stage XI Supporting members are welded at Topside of underframe,UF0820,Variant 3,2021-07-23 00:50:00,2021-07-23 00:51:00,['Supporting Members'],['Supporting Members'],0
Stage IV Roof Acceptance Stand and left over Welding station(13.0),RF0140,Variant 2,2021-07-22 21:40:00,2021-07-23 01:06:00,"['C', 'D']",['E'],0
Stage III Manual Repair stand,EW0130,Variant 2,2021-07-23 01:05:00,2021-07-23 01:07:00,['Output LHB END Wall'],['End wall Complete'],0
Stage XI Supporting members are welded at Topside of underframe,UF0820,Variant 3,2021-07-23 01:06:00,2021-07-23 01:07:00,['Supporting Members'],['Supporting Members'],0
Stage III Roof Robotic Welding Station,RF0130,Variant 2,2021-07-22 22:15:00,2021-07-23 01:12:00,['C'],['C'],0
Stage IV  Robotic Welding downside of Underframe,UF0320,Variant 2,2021-07-22 20:52:00,2021-07-23 01:23:00,['Underframe frame work'],['Underframe frame work'],0
Stage XI Supporting members are welded at Topside of underframe,UF0820,Variant 3,2021-07-23 01:22:00,2021-07-23 01:23:00,['Supporting Members'],['Supporting Members'],0
Stage XI Supporting members are welded at Topside of underframe,UF0820,Variant 3,2021-07-23 01:38:00,2021-07-23 01:39:00,['Supporting Members'],['Supporting Members'],0
"Stage II Framing, fitment & welding with BO front Part  of Underframe middle parts",UF0210,Variant 2,2021-07-22 22:28:00,2021-07-23 01:43:00,"['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']",['Underframe frame work'],0
Stage-V SW & Roof Bearer Robotic welding,SW0150,Variant 2,2021-07-23 00:06:00,2021-07-23 01:43:00,"['E', 'Welding Parts Side wall LHS']",['Side wall Left complete'],0
Stage V Repair & leftover work by manual welding Top Side,UF0400,Variant 1,2021-07-22 20:16:00,2021-07-23 01:46:00,['Underframe frame work'],['Underframe frame work'],3
Stage II Manual JIG 9.2,RF0120,Variant 2,2021-07-22 22:15:00,2021-07-23 01:47:00,"['input for final roof arch complete', 'Roof sheeting complete']",['C'],0
"Stage I Fab:Bat Box SubAssy, Pump Mt Brkt, Elec RBC channel & other cross member SubAssys",UF0110,Variant 2,2021-07-22 22:28:00,2021-07-23 01:52:00,"['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']","['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']",0
Stage XI Supporting members are welded at Topside of underframe,UF0820,Variant 3,2021-07-23 01:54:00,2021-07-23 01:55:00,['Supporting Members'],['Supporting Members'],0
Stage-I SW Skeleton Tack Welding,SW0110,Variant 2,2021-07-22 22:34:00,2021-07-23 01:59:00,"['SIDE WALL SHEET', 'SIDE WALL FRAME WORK LHS']",['LHB Side Wall LHS'],0
Stage-VI Backpiece Leftover welding,SW0160,Variant 2,2021-07-22 22:34:00,2021-07-23 01:59:00,['Welding Parts Side wall LHS'],['Welding Parts Side wall LHS'],0
Stage III Robotic Welding upside of Underframe,UF0310,Variant 2,2021-07-22 20:52:00,2021-07-23 02:01:00,['Underframe frame work'],['Underframe frame work'],0
Stage XI Supporting members are welded at Topside of underframe,UF0820,Variant 3,2021-07-23 02:10:00,2021-07-23 02:11:00,['Supporting Members'],['Supporting Members'],0
Stage I Machine- B&C machine,RF0110,Variant 2,2021-07-22 23:22:00,2021-07-23 02:22:00,['Roof sheeting complete'],['Roof sheeting complete'],0
Stage-II Robotic Spot Welding,SW0120,Variant 2,2021-07-23 02:14:00,2021-07-23 02:35:00,['LHB Side Wall LHS'],['LHB Side Wall LHS'],0
Stage-III SW skeletion Robotic Mig Welding,SW0130,Variant 2,2021-07-23 02:50:00,2021-07-23 03:15:00,['LHB Side Wall LHS'],['LHB Side Wall LHS'],0
Stage X  Manual Welding of Backpieces at Bottom side of underframe,UF0810,Variant 2,2021-07-22 19:45:00,2021-07-23 03:22:00,['Underframe Welding Parts'],['Underframe Welding Parts'],0
Stage-IV Roof Bearer Robotic Arc Spot welding,SW0140,Variant 2,2021-07-23 03:30:00,2021-07-23 03:31:00,"['CARLINE', 'LHB Side Wall LHS']",['E'],0
Stage V Roof Acceptance Stand and left over Welding station(11.0),RF0150,Variant 2,2021-07-23 01:21:00,2021-07-23 03:50:00,['E'],['Roof Complete'],0
"Stage I Fabrication of Sub assemblies at Tacking Jigs & Fixtures , Framework tacking of Endwall Complete",EW0110,Variant 2,2021-07-23 00:33:00,2021-07-23 03:52:00,"['ARCH COMPLETE', 'ARCH COMPLETE', 'SILL COMPLETE', 'RAM PILLAR COMPLETE', 'RAM PILLAR COMPLETE', 'RAM FLANGE COMPLETE', 'FRAME WORK END WALL', 'End wall sheets']",['Output LHB END Wall'],0
Stage IX Attending of leftover work and rectification of weld defects,UF0700,Variant 1,2021-07-22 21:04:00,2021-07-23 04:01:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],3
Stage-I Robotic Shell AssemblyLine at 22.2.1 (JIG I & II ),SH0110,Variant 1,2021-07-22 20:04:00,2021-07-23 04:04:00,"['Side wall Left complete', 'End wall Complete', 'Roof Complete', 'Underframe Complete']",['Shell Assembly'],3
Stage XII  Final Inspection and attending of leftover work,UF0900,Variant 1,2021-07-23 04:16:00,2021-07-23 04:17:00,"['Underframe frame work with corrugated sheet', 'Underframe Welding Parts', 'Supporting Members']",['Underframe Complete'],3
Stage II Robotic Endwall Welding Station,EW0120,Variant 2,2021-07-23 04:07:00,2021-07-23 04:24:00,['Output LHB END Wall'],['Output LHB END Wall'],0
Stage III Manual Repair stand,EW0130,Variant 2,2021-07-23 04:39:00,2021-07-23 04:41:00,['Output LHB END Wall'],['End wall Complete'],0
Stage IV Roof Acceptance Stand and left over Welding station(13.0),RF0140,Variant 2,2021-07-23 01:27:00,2021-07-23 04:53:00,"['C', 'D']",['E'],0
Stage III Roof Robotic Welding Station,RF0130,Variant 2,2021-07-23 02:02:00,2021-07-23 04:59:00,['C'],['C'],0
Stage VIII Robotic Corrugated sheet seam welding done,UF0620,Variant 1,2021-07-23 01:04:00,2021-07-23 05:17:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],3
"Stage II Framing, fitment & welding with BO front Part  of Underframe middle parts",UF0210,Variant 2,2021-07-23 02:07:00,2021-07-23 05:22:00,"['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']",['Underframe frame work'],0
Stage-V SW & Roof Bearer Robotic welding,SW0150,Variant 2,2021-07-23 03:46:00,2021-07-23 05:23:00,"['E', 'Welding Parts Side wall LHS']",['Side wall Left complete'],0
"Stage I Fab:Bat Box SubAssy, Pump Mt Brkt, Elec RBC channel & other cross member SubAssys",UF0110,Variant 2,2021-07-23 02:07:00,2021-07-23 05:31:00,"['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']","['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']",0
Stage II Manual JIG 9.2,RF0120,Variant 2,2021-07-23 02:02:00,2021-07-23 05:34:00,"['input for final roof arch complete', 'Roof sheeting complete']",['C'],0
Stage I Machine- B&C machine,RF0110,Variant 2,2021-07-23 02:37:00,2021-07-23 05:37:00,['Roof sheeting complete'],['Roof sheeting complete'],0
Stage-I SW Skeleton Tack Welding,SW0110,Variant 2,2021-07-23 02:14:00,2021-07-23 05:39:00,"['SIDE WALL SHEET', 'SIDE WALL FRAME WORK LHS']",['LHB Side Wall LHS'],0
Stage-VI Backpiece Leftover welding,SW0160,Variant 2,2021-07-23 02:14:00,2021-07-23 05:39:00,['Welding Parts Side wall LHS'],['Welding Parts Side wall LHS'],0
Stage-II Robotic Spot Welding,SW0120,Variant 2,2021-07-23 05:54:00,2021-07-23 06:15:00,['LHB Side Wall LHS'],['LHB Side Wall LHS'],0
Stage-II Final Repair & Leakage testing,SH0120,Variant 1,2021-07-23 04:19:00,2021-07-23 06:19:00,['Shell Assembly'],['Coach'],4
Stage IV  Robotic Welding downside of Underframe,UF0320,Variant 2,2021-07-23 02:16:00,2021-07-23 06:47:00,['Underframe frame work'],['Underframe frame work'],0
Stage-III SW skeletion Robotic Mig Welding,SW0130,Variant 2,2021-07-23 06:30:00,2021-07-23 06:55:00,['LHB Side Wall LHS'],['LHB Side Wall LHS'],0
Stage VI Corrugated Sheets Tack welded  to Underframe frame work,UF0500,Variant 2,2021-07-23 00:45:00,2021-07-23 07:06:00,['Trough Sheets'],['Trough Sheets'],0
Stage-IV Roof Bearer Robotic Arc Spot welding,SW0140,Variant 2,2021-07-23 07:10:00,2021-07-23 07:11:00,"['CARLINE', 'LHB Side Wall LHS']",['E'],0
Stage III Robotic Welding upside of Underframe,UF0310,Variant 2,2021-07-23 02:16:00,2021-07-23 07:25:00,['Underframe frame work'],['Underframe frame work'],0
"Stage I Fabrication of Sub assemblies at Tacking Jigs & Fixtures , Framework tacking of Endwall Complete",EW0110,Variant 2,2021-07-23 04:07:00,2021-07-23 07:26:00,"['ARCH COMPLETE', 'ARCH COMPLETE', 'SILL COMPLETE', 'RAM PILLAR COMPLETE', 'RAM PILLAR COMPLETE', 'RAM FLANGE COMPLETE', 'FRAME WORK END WALL', 'End wall sheets']",['Output LHB END Wall'],0
